Team,Median of Standard_Gls,Mean of Standard_Gls,Std of Standard_Gls,Median of Standard_Ast,Mean of Standard_Ast,Std of Standard_Ast,Median of Standard_CrdY,Mean of Standard_CrdY,Std of Standard_CrdY,Median of Standard_CrdR,Mean of Standard_CrdR,Std of Standard_CrdR,Median of Standard_xG,Mean of Standard_xG,Std of Standard_xG,Median of Standard_xAG,Mean of Standard_xAG,Std of Standard_xAG,Median of Standard_PrgC,Mean of Standard_PrgC,Std of Standard_PrgC,Median of Standard_PrgP,Mean of Standard_PrgP,Std of Standard_PrgP,Median of Standard_PrgR,Mean of Standard_PrgR,Std of Standard_PrgR,Median of Standard_Gls/90,Mean of Standard_Gls/90,Std of Standard_Gls/90,Median of Standard_Ast/90,Mean of Standard_Ast/90,Std of Standard_Ast/90,Median of Standard_xG/90,Mean of Standard_xG/90,Std of Standard_xG/90,Median of Standard_xAG/90,Mean of Standard_xAG/90,Std of Standard_xAG/90,Median of Shooting_SoT%,Mean of Shooting_SoT%,Std of Shooting_SoT%,Median of Shooting_SoT/90,Mean of Shooting_SoT/90,Std of Shooting_SoT/90,Median of Shooting_G/Sh,Mean of Shooting_G/Sh,Std of Shooting_G/Sh,Median of Shooting_Dist,Mean of Shooting_Dist,Std of Shooting_Dist,Median of Passing_Cmp,Mean of Passing_Cmp,Std of Passing_Cmp,Median of Passing_Total_Cmp%,Mean of Passing_Total_Cmp%,Std of Passing_Total_Cmp%,Median of Passing_TotDist,Mean of Passing_TotDist,Std of Passing_TotDist,Median of Passing_Short_Cmp%,Mean of Passing_Short_Cmp%,Std of Passing_Short_Cmp%,Median of Passing_Medium_Cmp%,Mean of Passing_Medium_Cmp%,Std of Passing_Medium_Cmp%,Median of Passing_Long_Cmp%,Mean of Passing_Long_Cmp%,Std of Passing_Long_Cmp%,Median of Passing_KP,Mean of Passing_KP,Std of Passing_KP,Median of Passing_1/3,Mean of Passing_1/3,Std of Passing_1/3,Median of Passing_PPA,Mean of Passing_PPA,Std of Passing_PPA,Median of Passing_CrsPA,Mean of Passing_CrsPA,Std of Passing_CrsPA,Median of Goalkeeping_GA90,Mean of Goalkeeping_GA90,Std of Goalkeeping_GA90,Median of Goalkeeping_Save%,Mean of Goalkeeping_Save%,Std of Goalkeeping_Save%,Median of Goalkeeping_CS%,Mean of Goalkeeping_CS%,Std of Goalkeeping_CS%,Median of Goalkeeping_Penalty_Save%,Mean of Goalkeeping_Penalty_Save%,Std of Goalkeeping_Penalty_Save%,Median of Defense_Tkl,Mean of Defense_Tkl,Std of Defense_Tkl,Median of Defense_TklW,Mean of Defense_TklW,Std of Defense_TklW,Median of Defense_Att,Mean of Defense_Att,Std of Defense_Att,Median of Defense_Lost,Mean of Defense_Lost,Std of Defense_Lost,Median of Defense_Blocks,Mean of Defense_Blocks,Std of Defense_Blocks,Median of Defense_Sh,Mean of Defense_Sh,Std of Defense_Sh,Median of Defense_Pass,Mean of Defense_Pass,Std of Defense_Pass,Median of Defense_Int,Mean of Defense_Int,Std of Defense_Int,Median of Possession_Touches,Mean of Possession_Touches,Std of Possession_Touches,Median of Possession_Def Pen,Mean of Possession_Def Pen,Std of Possession_Def Pen,Median of Possession_Def 3rd,Mean of Possession_Def 3rd,Std of Possession_Def 3rd,Median of Possession_Mid 3rd,Mean of Possession_Mid 3rd,Std of Possession_Mid 3rd,Median of Possession_Att 3rd,Mean of Possession_Att 3rd,Std of Possession_Att 3rd,Median of Possession_Att Pen,Mean of Possession_Att Pen,Std of Possession_Att Pen,Median of Possession_Succ%,Mean of Possession_Succ%,Std of Possession_Succ%,Median of Possession_Tkld%,Mean of Possession_Tkld%,Std of Possession_Tkld%,Median of Possession_Carries,Mean of Possession_Carries,Std of Possession_Carries,Median of Possession_PrgDist,Mean of Possession_PrgDist,Std of Possession_PrgDist,Median of Possession_1/3,Mean of Possession_1/3,Std of Possession_1/3,Median of Possession_CPA,Mean of Possession_CPA,Std of Possession_CPA,Median of Possession_Mis,Mean of Possession_Mis,Std of Possession_Mis,Median of Possession_Dis,Mean of Possession_Dis,Std of Possession_Dis,Median of Possession_Rec,Mean of Possession_Rec,Std of Possession_Rec,Median of Misc_Fls,Mean of Misc_Fls,Std of Misc_Fls,Median of Misc_Fld,Mean of Misc_Fld,Std of Misc_Fld,Median of Misc_Off,Mean of Misc_Off,Std of Misc_Off,Median of Misc_Crs,Mean of Misc_Crs,Std of Misc_Crs,Median of Misc_Recov,Mean of Misc_Recov,Std of Misc_Recov,Median of Misc_Won,Mean of Misc_Won,Std of Misc_Won,Median of Misc_Lost,Mean of Misc_Lost,Std of Misc_Lost,Median of Misc_Won%,Mean of Misc_Won%,Std of Misc_Won%
Ipswich Town,0.0,1.0689655172413792,2.328872113319459,0.0,0.7241379310344828,0.9962985684213461,2.0,2.8275862068965516,2.5504756631605767,0.0,0.1724137931034483,0.38442587221924474,0.5,1.0310344827586206,1.7507352431551766,0.3,0.6827586206896551,0.9702978060947655,9.0,14.689655172413794,18.128713310806667,18.0,27.310344827586206,25.726727969559295,14.0,26.620689655172413,35.53611220907488,0.0,0.08172413793103449,0.13640980708138362,0.0,0.05655172413793104,0.08792350011186532,0.04,0.08827586206896551,0.11323392240078063,0.03,0.05310344827586207,0.05555585659469615,0,0,0,0.07,0.2655172413793104,0.3562662147377251,0.07,0.07,0.07267611837335688,15.9,16.32608695652174,5.184786959005806,208.0,343.2413793103448,305.69810681833684,76.0,75.11724137931033,8.349040533648902,4206.0,6126.413793103448,5511.4966888524505,0,0,0,0,0,0,0,0,0,4.0,7.9655172413793105,11.159501904593263,17.0,25.79310344827586,28.194958149013637,4.0,4.758620689655173,5.997947103645387,0.0,1.4827586206896552,2.785430072655778,0,0,0,0,0,0,0,0,0,0,0,0,13.0,18.137931034482758,16.295757857121313,8.0,10.137931034482758,9.195201147225168,0,0,0,7.0,9.793103448275861,9.484496034298846,8.0,13.724137931034482,14.04558027007616,2.0,5.931034482758621,9.74654163750536,7.0,7.793103448275862,7.57052229913983,7.0,9.827586206896552,9.430455849901733,433.0,572.7586206896551,461.8475827101106,28.0,94.0,132.27190609822307,123.0,237.51724137931035,248.0844644024138,146.0,224.27586206896552,212.2027158422753,101.0,117.10344827586206,122.49791392614064,11.0,17.413793103448278,21.282986567711294,0,0,0,0,0,0,216.0,283.37931034482756,221.33449376018828,0,0,0,6.0,9.620689655172415,11.046698902850856,1.0,4.310344827586207,7.550323778657547,11.0,16.344827586206897,20.638514381177462,4.0,9.862068965517242,13.783333978631674,274.0,337.9310344827586,279.3069140152974,9.0,13.10344827586207,14.634462329881787,0,0,0,1.0,1.5517241379310345,2.810518595975683,6.0,14.862068965517242,29.07223041462055,37.0,43.3448275862069,35.92280996612137,7.0,16.517241379310345,21.891976171411642,12.0,16.20689655172414,18.054242299931353,53.8,53.2551724137931,26.421373736953633
Leicester City,0.0,1.0384615384615385,1.7995725988304943,0.0,0.8076923076923077,1.132050556087696,2.0,3.076923076923077,2.57562539082184,0.0,0.0,0.0,0.35,1.1307692307692307,2.084757871939901,0.4,0.8653846153846152,1.0563871667877485,14.0,20.346153846153847,22.200796936492726,28.5,37.96153846153846,34.587258658911686,19.5,37.46153846153846,40.218633262935,0.0,0.05846153846153846,0.0911127788048332,0.0,0.056538461538461544,0.08648432494700102,0.04,0.06615384615384615,0.08621261731681382,0.025,0.06538461538461539,0.07976118199880286,0,0,0,0.22,0.2703846153846154,0.264582399554177,0.0,0.05590909090909091,0.07122460054604535,17.35,17.927272727272726,5.818376620115485,404.0,483.84615384615387,361.55516229839037,77.6,77.9423076923077,8.378600029929729,6180.5,8105.576923076923,6262.134033526123,0,0,0,0,0,0,0,0,0,6.0,8.615384615384615,8.827579161137772,23.0,34.15384615384615,31.382405653731908,5.5,7.615384615384615,8.376523971562062,1.0,2.423076923076923,3.9816888569859588,0,0,0,0,0,0,0,0,0,0,0,0,21.5,25.384615384615383,21.936411599123357,12.0,14.846153846153847,13.165689674885423,0,0,0,10.0,12.692307692307692,11.821232527174923,15.0,17.26923076923077,13.689580540857175,3.5,6.615384615384615,8.114564304148058,9.0,10.653846153846153,8.347178242698824,9.0,11.307692307692308,11.606099192301368,740.5,754.4615384615385,511.96572000627003,33.0,99.11538461538461,166.40200165216208,147.5,275.96153846153845,278.98852747297417,320.0,343.5769230769231,271.3959724206567,100.5,142.23076923076923,132.36715837164675,15.5,21.76923076923077,23.94378030689004,0,0,0,0,0,0,437.5,428.4230769230769,280.59852787595634,0,0,0,8.0,12.846153846153847,12.078716182417095,2.5,4.8076923076923075,6.177502607165654,12.0,17.0,15.615377036754508,7.5,11.307692307692308,12.830492526070014,468.5,479.53846153846155,320.69539825438477,13.0,14.0,10.654576481493763,0,0,0,1.0,2.230769230769231,4.885142309556129,9.5,22.0,27.36274839996889,41.0,51.65384615384615,37.202088444271304,11.5,17.576923076923077,16.560611285633335,15.0,19.576923076923077,17.497824040544188,50.5,49.45416666666667,19.769453361989655
Liverpool,1.0,3.761904761904762,6.503112807761847,2.0,2.8095238095238093,3.9701265423037535,3.0,2.9523809523809526,2.290768222151479,0.0,0.09523809523809523,0.30079260375911915,1.7,3.628571428571428,5.487544337601553,1.2,2.6285714285714286,3.120599759203807,23.0,35.19047619047619,36.3972788098493,67.0,81.38095238095238,67.2699607480755,54.0,80.61904761904762,107.99003481362351,0.04,0.16904761904761906,0.24055986285963754,0.14,0.14761904761904765,0.1455645822961328,0.07,0.1895238095238095,0.21020171717843292,0.11,0.13666666666666666,0.1194710564669675,0,0,0,0.35,0.5071428571428571,0.4537085282110405,0.07500000000000001,0.07444444444444445,0.07056263152207591,14.65,15.47777777777778,3.9880048904854597,630.0,778.0952380952381,629.732554721598,83.7,82.85238095238094,7.468106791390912,11124.0,13238.142857142857,11217.987712980053,0,0,0,0,0,0,0,0,0,11.0,22.0,22.645087767549057,39.0,67.71428571428571,70.61454726693562,8.0,18.61904761904762,22.599726083464354,1.0,3.619047619047619,5.877722266968647,0,0,0,0,0,0,0,0,0,0,0,0,26.0,28.047619047619047,24.080025312437257,15.0,17.285714285714285,14.76869275576839,0,0,0,9.0,13.333333333333334,13.785257826146502,9.0,15.428571428571429,14.712482552483888,2.0,3.9523809523809526,4.565919299288922,8.0,11.476190476190476,12.74605447822599,7.0,12.904761904761905,15.747713363865758,801.0,1102.047619047619,814.8852358578156,27.0,97.71428571428571,150.7335871188445,160.0,301.3809523809524,321.09149415555623,280.0,497.5238095238095,465.1158585823127,195.0,312.8095238095238,282.09388845694957,42.0,55.80952380952381,72.3004972649698,0,0,0,0,0,0,510.0,632.7142857142857,454.4827986686782,0,0,0,17.0,23.761904761904763,21.271823527626314,5.0,13.714285714285714,25.809189946882984,19.0,22.571428571428573,24.782194068668396,11.0,14.476190476190476,15.832305731064718,570.0,769.6666666666666,567.9636725472267,15.0,18.523809523809526,16.460920532032976,0,0,0,1.0,2.619047619047619,4.3985928485845385,6.0,31.047619047619047,44.27016624147258,62.0,68.85714285714286,49.3186432439962,9.0,17.904761904761905,25.976729512979038,12.0,15.952380952380953,13.00183137283433,42.9,50.480952380952374,21.80703141300115
Manchester City,1.0,2.64,4.414748010928823,0.0,1.92,2.564501251055781,2.0,2.32,1.7492855684535902,0.0,0.04,0.2,1.3,2.5200000000000005,4.175424130153327,1.5,2.028,2.249355463238303,35.0,41.64,45.442161040161814,64.0,70.28,60.42179518462964,26.0,69.6,78.21764506810467,0.06,0.17839999999999998,0.24563998045920785,0.0,0.10200000000000001,0.1414213562373095,0.07,0.16079999999999997,0.2177904191342371,0.07,0.1164,0.12195900950729306,0,0,0,0.33,0.4635999999999999,0.5136704520734411,0.10500000000000001,0.13272727272727272,0.21026472697829138,17.85,17.027272727272727,4.839537740438185,676.0,793.52,591.8990707882552,87.7,86.50399999999998,6.956800030665441,10078.0,12871.28,9746.228939612149,0,0,0,0,0,0,0,0,0,9.0,17.24,16.845573107891976,42.0,62.0,64.94548996402034,11.0,15.88,16.20267467632016,1.0,2.32,3.171750305430741,0,0,0,0,0,0,0,0,0,0,0,0,15.0,18.44,17.058917511573434,7.0,11.2,10.88959748261309,0,0,0,6.0,8.84,8.547319267856247,11.0,12.44,9.600694419328914,1.0,3.28,4.817675788178361,9.0,9.16,7.098591409568521,5.0,8.2,8.582928793055823,892.0,1033.8,699.0405925266429,39.0,78.52,139.2913971978648,197.0,241.56,242.9104910592926,331.0,447.28,395.8674567747813,324.0,353.4,278.8552491885351,22.0,48.52,51.75995878411548,0,0,0,0,0,0,590.0,664.68,466.34525121773606,0,0,0,23.0,31.16,27.549470654321716,3.0,14.48,23.368639954719946,14.0,17.4,15.124483462254174,13.0,14.88,14.509537093466031,630.0,783.04,543.7994023534782,11.0,10.64,8.18474190185616,0,0,0,0.0,1.68,2.4617067250182343,8.0,23.6,32.247738938825876,46.0,53.0,35.29046141192641,5.0,11.12,13.488637193331776,8.0,11.96,11.11860302975753,47.3,45.18,20.939854345243187
Manchester Utd,0.0,1.2692307692307692,2.182799895687964,0.0,0.9230769230769231,2.0961503175693657,2.5,2.8076923076923075,2.4169274837153183,0.0,0.11538461538461539,0.43145549730400484,0.85,1.7153846153846155,2.364012234772453,0.55,1.25,1.7086251783232038,9.5,22.615384615384617,32.194505025643025,43.5,47.69230769230769,58.035002700624894,15.5,44.76923076923077,66.41464157386243,0.0,0.06153846153846154,0.0986992323249703,0.0,0.04076923076923077,0.0864371714911161,0.06,0.12346153846153846,0.15398551380418374,0.06,0.08923076923076924,0.09324904619021374,0,0,0,0.165,0.35461538461538455,0.4565718411749088,0.0,0.04318181818181818,0.055410705827902244,16.05,16.390909090909094,6.153273158471885,574.0,561.9615384615385,469.5700570325353,82.69999999999999,82.96923076923076,5.759706189087719,8340.0,9231.807692307691,8300.09949347226,0,0,0,0,0,0,0,0,0,6.5,13.038461538461538,17.754955971177782,24.5,37.92307692307692,41.14065928195423,5.0,10.5,15.313392831113555,1.0,2.1153846153846154,2.790368048511495,0,0,0,0,0,0,0,0,0,0,0,0,21.0,27.807692307692307,28.312568559944157,9.5,16.73076923076923,17.31255658141268,0,0,0,5.0,10.76923076923077,12.442853988720408,9.0,12.576923076923077,11.211326690175706,2.0,3.6923076923076925,4.986134621281145,7.0,8.884615384615385,8.723884103205053,7.0,12.884615384615385,12.977910226463804,796.0,824.6923076923077,669.3681659135439,22.5,85.5,195.38828009888414,153.0,292.38461538461536,326.10281531113185,321.5,349.38461538461536,311.6084821596584,103.0,190.53846153846155,225.18529805815137,18.0,31.153846153846153,38.311034763046855,0,0,0,0,0,0,488.5,501.96153846153845,404.82148962417807,0,0,0,10.5,15.653846153846153,18.61599808270791,1.0,7.384615384615385,15.882259091393573,9.5,16.73076923076923,18.270320615266044,4.5,12.192307692307692,14.116711318913426,551.0,552.6538461538462,442.9029638471788,12.0,13.76923076923077,11.504112976871157,0,0,0,1.0,2.1153846153846154,3.1790177486377527,6.0,20.53846153846154,37.013760434985,47.0,57.96153846153846,52.002677445862936,10.5,16.153846153846153,16.350394020187547,14.0,16.46153846153846,18.597270271157043,51.6,52.18,25.34431231394268
Newcastle Utd,0.0,2.739130434782609,5.011054972434337,1.0,2.0869565217391304,2.843062425021507,2.0,2.5652173913043477,3.0275415612569785,0.0,0.043478260869565216,0.20851441405707477,0.5,2.547826086956522,4.265279439339487,0.9,1.852173913043478,2.2405091883152144,14.0,29.08695652173913,32.3867439822337,56.0,61.17391304347826,60.89831478032052,22.0,60.73913043478261,69.35692755024176,0.0,0.16347826086956524,0.26055201357628405,0.04,0.10652173913043476,0.13161958598559623,0.11,0.14304347826086958,0.1634412539056797,0.08,0.0991304347826087,0.09258475446256409,0,0,0,0.28,0.3713043478260869,0.4169729045898011,0.05,0.08714285714285715,0.10863438024598186,14.7,15.619047619047619,3.6822030155355443,459.0,599.4347826086956,511.82923520243065,81.8,79.65217391304348,6.948895894327215,6537.0,10098.478260869566,9054.408031799985,0,0,0,0,0,0,0,0,0,8.0,15.521739130434783,16.18604776628594,26.0,44.17391304347826,47.285066039456176,8.0,14.91304347826087,17.984622328984436,0.0,2.782608695652174,4.522233174591453,0,0,0,0,0,0,0,0,0,0,0,0,22.0,23.82608695652174,21.355544679018358,14.0,14.565217391304348,13.34447821438625,0,0,0,9.0,11.217391304347826,10.68540432611926,17.0,16.73913043478261,13.938884105931045,3.0,5.608695652173913,7.190518570468543,9.0,11.130434782608695,10.096373551591713,6.0,10.782608695652174,11.508718125202977,747.0,898.1304347826087,713.8810255057036,26.0,90.0,142.3389041561148,122.0,294.4347826086956,333.71719465425383,225.0,376.1304347826087,343.4247706886177,127.0,236.30434782608697,222.77004751794223,31.0,41.69565217391305,45.77557385828534,0,0,0,0,0,0,471.0,512.1304347826087,417.9964445638075,0,0,0,13.0,17.82608695652174,16.859451554524767,4.0,10.434782608695652,15.582117042992008,11.0,18.608695652173914,17.343427181591363,7.0,17.652173913043477,20.141789880860713,538.0,595.0869565217391,490.9074077705006,9.0,15.391304347826088,16.521993965165954,0,0,0,2.0,3.0434782608695654,4.300932888968975,9.0,26.73913043478261,38.6302017871843,46.0,65.0,57.43929601999599,7.0,18.47826086956522,27.521676688512922,12.0,17.782608695652176,19.15714089917465,50.0,49.678260869565214,23.86284591199807
Nott'ham Forest,1.0,2.3636363636363638,4.169566090767885,1.0,1.7272727272727273,2.47235800655045,2.0,3.3636363636363638,2.9688133679726003,0.0,0.09090909090909091,0.29424494316824984,1.4,1.8863636363636365,2.542832214479687,1.1,1.3909090909090909,1.4198957342368121,12.5,25.59090909090909,33.337607951022875,34.0,44.27272727272727,41.716939368834694,17.5,43.90909090909091,55.97100362467379,0.05500000000000001,0.11863636363636365,0.1637156493827449,0.055,0.09363636363636361,0.11412380305721687,0.07,0.11272727272727275,0.1333517303325457,0.065,0.08772727272727272,0.08657129284346367,0,0,0,0.29000000000000004,0.4327272727272726,0.4213717035517603,0.06,0.079,0.08484661082459954,18.8,19.09,6.3040421451970845,380.0,427.8181818181818,331.24162327070695,76.69999999999999,73.71363636363635,8.562837505592766,5542.5,7300.727272727273,6130.44255515684,0,0,0,0,0,0,0,0,0,10.0,13.818181818181818,14.802304722853975,26.0,37.63636363636363,36.1985864687789,6.5,9.545454545454545,10.331308278041593,1.0,2.409090909090909,3.3332251064681504,0,0,0,0,0,0,0,0,0,0,0,0,20.5,28.136363636363637,25.208266698777802,13.0,17.045454545454547,15.764569293883198,0,0,0,7.0,13.181818181818182,13.61244655815777,11.0,17.636363636363637,17.769812429123547,3.0,6.545454545454546,9.874099224629834,7.5,11.090909090909092,10.32753642733874,11.0,13.045454545454545,10.98690680820226,807.5,759.5,548.6952272263286,33.0,101.36363636363636,172.1551198233305,148.0,262.22727272727275,282.09824898060265,239.0,302.22727272727275,254.77589252371465,125.5,204.77272727272728,200.94584245943383,21.0,31.772727272727273,31.297241348357144,0,0,0,0,0,0,361.0,349.45454545454544,266.30196381314187,0,0,0,10.5,16.09090909090909,17.473542151626706,2.0,7.7272727272727275,12.536354061694857,18.0,23.0,23.08782404315355,9.5,13.136363636363637,13.065022204145128,434.5,424.45454545454544,322.0633961952696,12.0,16.272727272727273,13.579332398843045,0,0,0,1.0,3.727272727272727,6.219644900151671,6.5,23.818181818181817,36.55346555602962,46.0,64.22727272727273,52.790630317800236,13.5,23.136363636363637,25.340153445142683,18.5,22.681818181818183,26.121303773405163,43.9,50.404545454545456,20.867438231727878
Southampton,0.0,0.8275862068965517,1.0713464664764274,0.0,0.5172413793103449,0.8289705171033532,2.0,2.7586206896551726,2.8617573573616952,0.0,0.10344827586206896,0.40925259281898757,0.5,1.0448275862068965,1.3623997228882971,0.5,0.7896551724137931,0.89576177779674,10.0,20.24137931034483,26.475939444297875,23.0,35.55172413793103,38.55847711769058,20.0,34.51724137931034,37.545801258173015,0.0,0.05379310344827586,0.07997382576744576,0.0,0.04344827586206897,0.09729468720148837,0.04,0.07724137931034482,0.0888777873472548,0.03,0.05379310344827587,0.05851823849410714,0,0,0,0.15,0.21793103448275863,0.28481045464289334,0.05,0.07120000000000001,0.09688137075826292,18.3,17.343999999999998,6.026060072717497,242.0,485.48275862068965,464.81552567271666,80.2,80.91724137931035,7.996788148354011,3918.0,8224.206896551725,8264.992193321481,0,0,0,0,0,0,0,0,0,5.0,8.586206896551724,8.942344057425844,13.0,31.482758620689655,38.75437366069167,5.0,6.758620689655173,7.557660127379718,1.0,1.793103448275862,2.5548177226681186,0,0,0,0,0,0,0,0,0,0,0,0,13.0,20.0,18.890662848538238,7.0,11.517241379310345,10.81209867844871,0,0,0,10.0,9.206896551724139,6.89398967188515,7.0,12.96551724137931,14.536856504909684,2.0,5.689655172413793,8.872523591225177,5.0,7.275862068965517,7.850825942555062,5.0,9.448275862068966,12.067033624408728,457.0,707.0,616.1692137716717,42.0,91.82758620689656,166.02841171780494,161.0,259.0,312.2409783667553,186.0,303.82758620689657,297.66208897308815,122.0,150.3448275862069,145.86448599937572,15.0,21.24137931034483,20.11334875224801,0,0,0,0,0,0,253.0,394.2413793103448,349.5897243476389,0,0,0,9.0,14.931034482758621,18.271623265292234,1.0,5.068965517241379,7.5020522643700565,9.0,14.551724137931034,14.65943432668277,5.0,10.96551724137931,13.655147534435214,338.0,480.2758620689655,421.5171489946189,12.0,14.344827586206897,12.989764822651074,0,0,0,0.0,1.4827586206896552,2.599734734478726,6.0,17.103448275862068,25.95510523355144,23.0,45.03448275862069,42.99375599069232,8.0,14.172413793103448,20.394447713457353,8.0,12.379310344827585,13.299875920751637,54.5,54.17241379310346,22.750382988169108
Tottenham,0.0,2.185185185185185,3.2703450422175178,1.0,1.6666666666666667,2.401922307076307,2.0,2.3703703703703702,2.3394303736026156,0.0,0.037037037037037035,0.19245008972987526,0.7,2.0740740740740744,2.9143666144692166,0.9,1.551851851851852,2.015014863539448,16.0,28.962962962962962,28.86371355376782,49.0,56.22222222222222,47.117964345911254,31.0,55.851851851851855,69.12068804395335,0.0,0.1366666666666667,0.21244003678866474,0.05,0.11703703703703704,0.1580363837079885,0.07,0.14444444444444443,0.18267948672961307,0.08,0.10740740740740742,0.11109914465476295,0,0,0,0.3,0.4118518518518518,0.4169212897218872,0.055,0.07375000000000001,0.0863165307357801,17.0,16.366666666666667,5.107170293400945,693.0,570.5555555555555,370.15530351184856,84.8,80.93703703703704,8.247617285203702,10536.0,9466.222222222223,6381.720598308249,0,0,0,0,0,0,0,0,0,7.0,13.37037037037037,17.591842839024412,37.0,44.592592592592595,39.436667103733704,8.0,13.185185185185185,16.654953148762214,1.0,3.0,5.08391127441794,0,0,0,0,0,0,0,0,0,0,0,0,13.0,22.333333333333332,20.613662385007594,9.0,14.185185185185185,13.997354247354247,0,0,0,9.0,10.0,8.539500976232564,15.0,14.555555555555555,11.991449945476642,4.0,5.074074074074074,5.150996363109135,9.0,9.481481481481481,8.945864409239055,10.0,10.481481481481481,10.68561351455012,885.0,828.3333333333334,513.7139281740374,55.0,83.74074074074075,114.26036145326252,228.0,266.81481481481484,223.90658028552153,393.0,350.44444444444446,257.7949891100609,152.0,219.22222222222223,227.11270217048516,24.0,35.51851851851852,42.22683285667318,0,0,0,0,0,0,564.0,519.0370370370371,309.7931669159381,0,0,0,18.0,19.48148148148148,16.955530911476306,4.0,8.666666666666666,11.906688488796153,15.0,17.88888888888889,17.828959444448657,10.0,14.296296296296296,16.17884377064646,629.0,566.0370370370371,338.99585673454897,10.0,14.518518518518519,12.819367470206256,0,0,0,1.0,2.037037037037037,3.2043417838623687,12.0,26.444444444444443,42.56789448663912,57.0,56.22222222222222,40.60535521079543,9.0,13.703703703703704,13.55278800387812,11.0,14.222222222222221,13.784978818469073,50.0,50.114814814814814,23.220526458348203
West Ham,0.0,1.565217391304348,2.5374662909811456,1.0,0.9565217391304348,1.521908516829063,2.0,3.0434782608695654,2.6194770621349943,0.0,0.13043478260869565,0.34435022157509093,1.4,1.839130434782609,2.2384530231297894,1.1,1.2739130434782608,1.4216563295563343,15.0,23.869565217391305,30.172691367324624,31.0,45.52173913043478,40.88772828258709,25.0,46.69565217391305,56.900578989392216,0.0,0.09391304347826088,0.1345949860755587,0.03,0.0773913043478261,0.14454371441018826,0.07,0.13478260869565215,0.16169189458567043,0.07,0.09956521739130433,0.10372508510785812,0,0,0,0.23,0.3878260869565218,0.42653952733532996,0.04,0.05238095238095238,0.06587144767687757,15.6,17.6,5.845425561924469,510.0,540.2608695652174,401.5972900795142,79.9,78.21739130434781,7.921699322626603,8497.0,9530.95652173913,7262.080170799179,0,0,0,0,0,0,0,0,0,9.0,12.347826086956522,12.474004590099925,37.0,39.26086956521739,33.140496226196994,5.0,10.434782608695652,12.463860801812434,1.0,2.739130434782609,3.557545007756534,0,0,0,0,0,0,0,0,0,0,0,0,17.0,23.82608695652174,20.204977275893377,11.0,14.043478260869565,11.891472348893803,0,0,0,7.0,9.434782608695652,7.52466300638665,19.0,17.434782608695652,13.303540495797357,4.0,6.6521739130434785,8.48318494891337,11.0,10.782608695652174,7.804174417574286,8.0,12.782608695652174,14.917824974716812,738.0,845.1739130434783,583.2413855634665,42.0,113.8695652173913,178.42806147725096,196.0,316.4782608695652,312.03858583736627,366.0,355.0,283.14821046743185,116.0,182.2173913043478,183.99677776865826,24.0,32.08695652173913,39.06511236324003,0,0,0,0,0,0,338.0,432.17391304347825,311.9914993267828,0,0,0,10.0,15.043478260869565,16.831999451449516,2.0,6.869565217391305,13.434366878968847,12.0,18.652173913043477,19.48801192260648,6.0,15.130434782608695,22.766211701926103,481.0,538.4782608695652,383.35408146862886,15.0,16.47826086956522,13.783618621120148,0,0,0,1.0,2.9130434782608696,4.209437918408206,11.0,21.91304347826087,27.217830124384307,46.0,58.130434782608695,47.5502646468365,11.0,22.304347826086957,27.034380102193605,18.0,21.043478260869566,18.784612321766225,50.0,51.65217391304347,16.86192239566623
